Invoice Date,AC,AD,AJ,AO,BG,BM,BO,BQ,CD,CQ,PJ,VC
2019-01-28,241.0,26.0,8.0,191.0,,16.0,14.0,126.0,255.0,28.0,4.0,
2019-01-29,168.0,11.0,7.0,136.0,,14.0,56.0,81.0,473.0,43.0,5.0,
2019-01-30,172.0,20.0,18.0,152.0,,11.0,26.0,83.0,425.0,69.0,5.0,
2019-01-31,191.0,8.0,13.0,155.0,,9.0,24.0,90.0,222.0,34.0,2.0,
2019-02-01,190.0,19.0,18.0,165.0,,8.0,4.0,84.0,552.0,63.0,3.0,
2019-02-04,317.0,16.0,5.0,229.0,,10.0,63.0,135.0,629.0,39.0,5.0,
2019-02-05,165.0,13.0,3.0,143.0,,12.0,24.0,103.0,412.0,37.0,,
2019-02-06,194.0,20.0,10.0,138.0,,9.0,43.0,83.0,422.0,35.0,3.0,
2019-02-07,351.0,21.0,9.0,245.0,,12.0,17.0,73.0,451.0,25.0,2.0,
2019-02-08,302.0,17.0,8.0,203.0,,6.0,43.0,107.0,330.0,24.0,3.0,
2019-02-11,431.0,29.0,21.0,303.0,,15.0,24.0,133.0,654.0,55.0,6.0,
2019-02-12,418.0,22.0,8.0,274.0,,23.0,19.0,163.0,409.0,32.0,2.0,
2019-02-13,416.0,34.0,7.0,292.0,,16.0,34.0,145.0,1212.0,48.0,,
2019-02-14,322.0,26.0,11.0,208.0,,12.0,16.0,103.0,478.0,53.0,1.0,
2019-02-15,229.0,20.0,20.0,160.0,,6.0,40.0,126.0,685.0,54.0,3.0,
2019-02-18,233.0,9.0,11.0,117.0,,13.0,24.0,78.0,412.0,55.0,2.0,
2019-02-19,316.0,19.0,25.0,236.0,,16.0,15.0,132.0,444.0,45.0,3.0,
2019-02-20,251.0,21.0,32.0,234.0,,19.0,32.0,97.0,932.0,73.0,5.0,
2019-02-21,382.0,25.0,25.0,276.0,,10.0,17.0,117.0,690.0,69.0,,
2019-02-22,476.0,14.0,15.0,390.0,,17.0,19.0,98.0,627.0,73.0,14.0,
2019-02-25,539.0,26.0,37.0,390.0,,11.0,27.0,112.0,1018.0,69.0,9.0,
2019-02-26,213.0,13.0,12.0,125.0,,6.0,10.0,96.0,260.0,30.0,6.0,
2019-02-27,114.0,14.0,5.0,104.0,,6.0,17.0,64.0,154.0,10.0,8.0,
2019-02-28,144.0,16.0,12.0,110.0,,11.0,22.0,76.0,182.0,8.0,7.0,
2019-03-01,273.0,20.0,11.0,199.0,,16.0,21.0,129.0,430.0,28.0,5.0,
2019-03-04,200.0,15.0,9.0,173.0,,10.0,33.0,80.0,343.0,27.0,5.0,
2019-03-05,156.0,14.0,9.0,117.0,,14.0,9.0,115.0,235.0,21.0,9.0,
2019-03-06,205.0,16.0,6.0,151.0,,17.0,14.0,102.0,348.0,38.0,2.0,
2019-03-07,414.0,14.0,13.0,243.0,,8.0,19.0,131.0,1111.0,49.0,,
2019-03-08,325.0,18.0,8.0,249.0,,13.0,16.0,101.0,519.0,42.0,8.0,
2019-03-11,390.0,19.0,10.0,276.0,,9.0,19.0,96.0,573.0,59.0,5.0,1.0
2019-03-12,179.0,17.0,15.0,154.0,,20.0,15.0,98.0,299.0,35.0,5.0,
2019-03-13,184.0,9.0,14.0,132.0,,6.0,10.0,84.0,583.0,26.0,1.0,
2019-03-14,292.0,21.0,19.0,222.0,,12.0,31.0,121.0,645.0,43.0,10.0,
2019-03-15,476.0,25.0,4.0,328.0,,8.0,23.0,172.0,601.0,38.0,8.0,
2019-03-18,365.0,17.0,21.0,210.0,,8.0,27.0,132.0,984.0,47.0,4.0,
2019-03-19,319.0,27.0,19.0,224.0,,14.0,16.0,99.0,380.0,53.0,5.0,
2019-03-20,317.0,21.0,5.0,225.0,,7.0,32.0,124.0,352.0,35.0,2.0,
2019-03-21,313.0,11.0,8.0,200.0,,8.0,11.0,66.0,452.0,43.0,6.0,
2019-03-22,431.0,15.0,17.0,261.0,,11.0,22.0,101.0,875.0,58.0,2.0,
2019-03-25,477.0,17.0,21.0,297.0,,18.0,44.0,156.0,1128.0,71.0,2.0,
2019-03-26,253.0,15.0,16.0,154.0,,15.0,24.0,94.0,396.0,51.0,12.0,
2019-03-27,161.0,17.0,8.0,112.0,,5.0,33.0,77.0,188.0,16.0,2.0,
2019-03-28,159.0,21.0,9.0,127.0,,7.0,9.0,99.0,197.0,28.0,9.0,
2019-03-29,174.0,11.0,10.0,135.0,,7.0,25.0,62.0,214.0,21.0,1.0,
2019-04-01,222.0,18.0,10.0,144.0,,20.0,11.0,100.0,895.0,62.0,2.0,
2019-04-02,655.0,27.0,8.0,416.0,,20.0,45.0,133.0,463.0,41.0,6.0,
2019-04-03,268.0,26.0,18.0,191.0,,20.0,23.0,94.0,312.0,23.0,6.0,
2019-04-04,192.0,24.0,2.0,189.0,,17.0,25.0,89.0,272.0,28.0,6.0,
2019-04-05,317.0,14.0,14.0,201.0,,6.0,10.0,99.0,483.0,31.0,9.0,
2019-04-08,208.0,15.0,21.0,137.0,,11.0,20.0,83.0,270.0,17.0,7.0,
2019-04-09,254.0,30.0,16.0,188.0,,21.0,19.0,138.0,346.0,36.0,,
2019-04-10,155.0,18.0,9.0,122.0,,14.0,14.0,73.0,376.0,40.0,,
2019-04-11,356.0,20.0,9.0,245.0,,15.0,14.0,138.0,284.0,35.0,7.0,
2019-04-12,231.0,20.0,19.0,194.0,,11.0,13.0,63.0,558.0,41.0,3.0,
2019-04-15,175.0,18.0,10.0,128.0,,11.0,16.0,92.0,507.0,35.0,2.0,
2019-04-16,305.0,26.0,29.0,245.0,,11.0,24.0,108.0,361.0,32.0,1.0,
2019-04-17,341.0,18.0,14.0,243.0,,17.0,13.0,91.0,343.0,23.0,6.0,
2019-04-18,356.0,14.0,17.0,263.0,,14.0,20.0,114.0,637.0,58.0,4.0,
2019-04-19,485.0,13.0,6.0,385.0,,3.0,5.0,40.0,834.0,28.0,3.0,
2019-04-22,82.0,2.0,4.0,66.0,,1.0,4.0,20.0,102.0,13.0,,
2019-04-23,420.0,25.0,28.0,321.0,,15.0,22.0,141.0,603.0,48.0,5.0,
2019-04-24,235.0,18.0,8.0,164.0,,19.0,32.0,96.0,611.0,42.0,7.0,
2019-04-25,345.0,19.0,20.0,246.0,,14.0,10.0,139.0,639.0,49.0,1.0,
2019-04-26,170.0,12.0,1.0,103.0,,10.0,13.0,83.0,152.0,24.0,3.0,
2019-04-29,176.0,17.0,9.0,125.0,,15.0,7.0,84.0,174.0,16.0,4.0,
2019-04-30,168.0,16.0,9.0,123.0,,16.0,101.0,30.0,163.0,17.0,4.0,
2019-05-01,39.0,3.0,4.0,39.0,,2.0,,4.0,209.0,4.0,1.0,
2019-05-02,202.0,14.0,17.0,153.0,,10.0,19.0,87.0,286.0,31.0,4.0,
2019-05-03,191.0,31.0,15.0,164.0,,18.0,39.0,138.0,399.0,49.0,2.0,
2019-05-06,223.0,22.0,9.0,199.0,,12.0,28.0,99.0,362.0,33.0,1.0,
2019-05-07,240.0,14.0,15.0,128.0,,10.0,9.0,118.0,321.0,21.0,5.0,
2019-05-08,169.0,11.0,13.0,105.0,,4.0,37.0,77.0,208.0,10.0,1.0,
2019-05-09,206.0,16.0,3.0,172.0,,14.0,16.0,79.0,419.0,36.0,1.0,
2019-05-10,285.0,11.0,12.0,255.0,,18.0,22.0,87.0,290.0,39.0,2.0,
2019-05-13,368.0,15.0,8.0,281.0,,21.0,20.0,137.0,802.0,35.0,4.0,
2019-05-14,1166.0,24.0,9.0,993.0,,16.0,30.0,151.0,505.0,57.0,1.0,
2019-05-15,439.0,13.0,5.0,364.0,,16.0,14.0,118.0,485.0,34.0,2.0,
2019-05-16,194.0,13.0,14.0,131.0,,8.0,16.0,110.0,359.0,23.0,9.0,
2019-05-17,340.0,25.0,21.0,265.0,,20.0,23.0,114.0,505.0,36.0,3.0,
2019-05-20,343.0,27.0,20.0,233.0,,10.0,11.0,102.0,332.0,45.0,5.0,
2019-05-21,370.0,22.0,15.0,296.0,,22.0,15.0,137.0,781.0,43.0,2.0,
2019-05-22,227.0,16.0,11.0,157.0,,14.0,17.0,114.0,391.0,48.0,2.0,
2019-05-23,367.0,17.0,13.0,299.0,,22.0,22.0,145.0,433.0,43.0,3.0,
2019-05-24,592.0,31.0,22.0,463.0,,21.0,26.0,120.0,1275.0,76.0,6.0,
2019-05-27,404.0,20.0,7.0,291.0,,23.0,28.0,93.0,365.0,26.0,2.0,
2019-05-28,136.0,14.0,10.0,104.0,,9.0,5.0,91.0,169.0,17.0,9.0,
2019-05-29,226.0,10.0,10.0,177.0,,11.0,11.0,52.0,206.0,20.0,2.0,
2019-05-30,43.0,3.0,2.0,24.0,,,1.0,6.0,22.0,2.0,3.0,
2019-05-31,146.0,15.0,7.0,151.0,,4.0,20.0,113.0,108.0,4.0,2.0,
2019-06-01,17.0,,1.0,4.0,,2.0,1.0,12.0,129.0,7.0,,
2019-06-03,196.0,10.0,9.0,163.0,,10.0,21.0,82.0,435.0,58.0,3.0,
2019-06-04,283.0,16.0,15.0,208.0,,13.0,25.0,99.0,463.0,49.0,13.0,
2019-06-05,225.0,20.0,18.0,163.0,,20.0,19.0,101.0,320.0,31.0,4.0,
2019-06-06,296.0,23.0,12.0,206.0,,13.0,9.0,110.0,238.0,20.0,1.0,
2019-06-07,498.0,24.0,14.0,390.0,,16.0,16.0,94.0,430.0,18.0,6.0,
2019-06-10,69.0,6.0,3.0,49.0,,4.0,1.0,20.0,112.0,11.0,1.0,
2019-06-11,240.0,17.0,8.0,172.0,,17.0,20.0,141.0,333.0,24.0,2.0,
2019-06-12,305.0,16.0,18.0,236.0,,14.0,13.0,86.0,377.0,50.0,3.0,
2019-06-13,385.0,10.0,5.0,228.0,,13.0,25.0,144.0,813.0,44.0,2.0,
2019-06-14,228.0,11.0,12.0,192.0,,10.0,10.0,126.0,592.0,43.0,4.0,
2019-06-17,315.0,22.0,19.0,218.0,,9.0,17.0,119.0,382.0,31.0,2.0,
2019-06-18,287.0,18.0,15.0,217.0,,13.0,14.0,100.0,326.0,35.0,8.0,
2019-06-19,334.0,25.0,20.0,276.0,,12.0,21.0,117.0,717.0,42.0,3.0,
2019-06-20,104.0,13.0,5.0,99.0,,8.0,7.0,9.0,161.0,12.0,2.0,
2019-06-21,188.0,12.0,13.0,164.0,,7.0,13.0,104.0,302.0,36.0,8.0,
2019-06-24,371.0,18.0,30.0,325.0,,14.0,14.0,113.0,657.0,39.0,5.0,
2019-06-25,582.0,17.0,20.0,419.0,,23.0,26.0,129.0,976.0,81.0,2.0,
2019-06-26,297.0,18.0,10.0,252.0,,19.0,25.0,75.0,314.0,38.0,3.0,
2019-06-27,174.0,6.0,19.0,127.0,,17.0,12.0,111.0,192.0,19.0,2.0,
2019-06-28,126.0,20.0,4.0,91.0,,10.0,9.0,66.0,176.0,14.0,5.0,
2019-07-01,205.0,7.0,7.0,169.0,3.0,17.0,10.0,84.0,449.0,29.0,3.0,
2019-07-02,166.0,16.0,16.0,160.0,,14.0,19.0,113.0,198.0,8.0,3.0,
2019-07-03,214.0,11.0,7.0,201.0,,19.0,9.0,78.0,178.0,12.0,4.0,
2019-07-04,255.0,8.0,9.0,229.0,1.0,20.0,12.0,104.0,218.0,31.0,4.0,
2019-07-05,363.0,22.0,17.0,283.0,,20.0,26.0,107.0,269.0,23.0,1.0,
2019-07-08,177.0,17.0,4.0,140.0,4.0,13.0,9.0,81.0,224.0,33.0,3.0,
2019-07-09,156.0,10.0,7.0,125.0,4.0,19.0,18.0,84.0,208.0,24.0,1.0,
2019-07-10,232.0,16.0,26.0,192.0,2.0,18.0,14.0,101.0,263.0,33.0,3.0,
2019-07-11,318.0,14.0,10.0,211.0,,21.0,17.0,113.0,340.0,36.0,5.0,
2019-07-12,108.0,10.0,10.0,100.0,7.0,18.0,9.0,121.0,193.0,22.0,,
2019-07-15,315.0,14.0,5.0,269.0,,15.0,40.0,150.0,442.0,41.0,,
2019-07-16,222.0,20.0,6.0,215.0,1.0,24.0,12.0,132.0,391.0,58.0,3.0,
2019-07-17,278.0,13.0,14.0,225.0,2.0,18.0,35.0,137.0,424.0,47.0,5.0,
2019-07-18,454.0,14.0,19.0,312.0,1.0,8.0,17.0,183.0,850.0,29.0,,
2019-07-19,542.0,16.0,13.0,466.0,2.0,20.0,17.0,128.0,503.0,56.0,,
2019-07-22,211.0,11.0,29.0,172.0,6.0,20.0,29.0,105.0,649.0,62.0,,
2019-07-23,298.0,27.0,22.0,243.0,,11.0,23.0,89.0,579.0,48.0,3.0,
2019-07-24,375.0,16.0,14.0,244.0,2.0,17.0,21.0,133.0,685.0,53.0,11.0,
2019-07-25,504.0,11.0,19.0,353.0,2.0,22.0,26.0,129.0,602.0,61.0,1.0,
2019-07-26,307.0,7.0,16.0,268.0,3.0,12.0,9.0,45.0,170.0,9.0,2.0,
2019-07-29,66.0,6.0,5.0,51.0,2.0,7.0,5.0,59.0,76.0,3.0,1.0,
2019-07-30,155.0,9.0,14.0,141.0,2.0,13.0,22.0,103.0,131.0,10.0,12.0,
2019-07-31,150.0,11.0,10.0,128.0,1.0,17.0,16.0,69.0,176.0,22.0,7.0,
2019-08-01,286.0,13.0,26.0,189.0,1.0,9.0,12.0,132.0,451.0,63.0,2.0,
2019-08-02,384.0,18.0,2.0,330.0,3.0,9.0,18.0,90.0,296.0,29.0,3.0,
2019-08-05,248.0,11.0,19.0,199.0,3.0,10.0,22.0,122.0,372.0,36.0,9.0,
2019-08-06,383.0,16.0,11.0,268.0,1.0,23.0,4.0,117.0,383.0,42.0,2.0,
2019-08-07,246.0,21.0,23.0,178.0,4.0,20.0,19.0,97.0,246.0,21.0,5.0,
2019-08-08,425.0,20.0,8.0,315.0,3.0,14.0,16.0,169.0,283.0,29.0,9.0,1.0
2019-08-09,308.0,29.0,14.0,241.0,1.0,17.0,5.0,83.0,283.0,45.0,3.0,10.0
2019-08-12,288.0,7.0,9.0,238.0,6.0,18.0,23.0,94.0,718.0,22.0,4.0,
2019-08-13,153.0,8.0,16.0,116.0,2.0,17.0,15.0,101.0,229.0,7.0,2.0,
2019-08-14,215.0,7.0,1.0,186.0,,15.0,6.0,83.0,220.0,24.0,2.0,
2019-08-15,147.0,11.0,21.0,131.0,4.0,14.0,16.0,65.0,256.0,22.0,2.0,
2019-08-16,140.0,19.0,10.0,123.0,5.0,17.0,13.0,90.0,422.0,39.0,1.0,
2019-08-19,243.0,9.0,15.0,176.0,,21.0,1.0,97.0,482.0,41.0,2.0,
2019-08-20,360.0,16.0,13.0,315.0,4.0,19.0,18.0,118.0,416.0,44.0,5.0,
2019-08-21,521.0,11.0,17.0,424.0,2.0,20.0,12.0,98.0,358.0,49.0,1.0,
2019-08-22,541.0,9.0,19.0,378.0,5.0,14.0,17.0,118.0,485.0,28.0,3.0,
2019-08-23,322.0,12.0,27.0,243.0,7.0,13.0,10.0,108.0,531.0,44.0,3.0,
2019-08-26,221.0,4.0,12.0,129.0,4.0,19.0,14.0,74.0,116.0,9.0,1.0,1.0
2019-08-27,161.0,9.0,5.0,130.0,,15.0,7.0,101.0,142.0,16.0,1.0,
2019-08-28,124.0,6.0,4.0,96.0,3.0,15.0,13.0,58.0,135.0,10.0,1.0,
2019-08-29,216.0,17.0,14.0,176.0,4.0,9.0,18.0,67.0,188.0,17.0,1.0,
2019-08-30,208.0,10.0,19.0,175.0,4.0,16.0,34.0,71.0,129.0,6.0,,
2019-09-01,16.0,,3.0,8.0,,1.0,1.0,9.0,159.0,8.0,,
2019-09-02,285.0,13.0,16.0,229.0,4.0,12.0,16.0,103.0,308.0,35.0,2.0,
2019-09-03,239.0,14.0,15.0,209.0,3.0,24.0,23.0,119.0,436.0,46.0,1.0,
2019-09-04,271.0,14.0,15.0,208.0,,29.0,19.0,125.0,232.0,25.0,3.0,
2019-09-05,189.0,18.0,18.0,138.0,4.0,15.0,26.0,124.0,248.0,36.0,,
2019-09-06,248.0,10.0,9.0,214.0,5.0,11.0,30.0,79.0,487.0,30.0,4.0,
2019-09-09,249.0,17.0,30.0,164.0,2.0,11.0,30.0,101.0,427.0,32.0,1.0,
2019-09-10,471.0,19.0,9.0,350.0,3.0,23.0,11.0,110.0,241.0,28.0,,
2019-09-11,565.0,19.0,16.0,429.0,3.0,28.0,17.0,159.0,1095.0,31.0,,
2019-09-12,364.0,22.0,12.0,299.0,,20.0,13.0,122.0,348.0,52.0,3.0,
2019-09-13,402.0,19.0,23.0,274.0,1.0,18.0,21.0,160.0,396.0,58.0,4.0,10.0
2019-09-16,193.0,21.0,25.0,169.0,5.0,19.0,14.0,92.0,558.0,28.0,4.0,
2019-09-17,330.0,28.0,23.0,228.0,3.0,14.0,13.0,97.0,426.0,29.0,4.0,
2019-09-18,228.0,11.0,10.0,159.0,3.0,24.0,12.0,106.0,288.0,23.0,3.0,
2019-09-19,488.0,10.0,12.0,450.0,3.0,15.0,17.0,159.0,415.0,26.0,2.0,1.0
2019-09-20,282.0,22.0,10.0,236.0,3.0,30.0,16.0,96.0,439.0,24.0,7.0,
2019-09-23,539.0,19.0,31.0,549.0,1.0,35.0,29.0,137.0,980.0,91.0,4.0,
2019-09-24,437.0,15.0,37.0,325.0,3.0,33.0,28.0,129.0,490.0,71.0,8.0,
2019-09-25,505.0,25.0,17.0,456.0,1.0,27.0,17.0,115.0,639.0,39.0,2.0,
2019-09-26,220.0,13.0,6.0,142.0,,17.0,1.0,54.0,230.0,36.0,3.0,
2019-09-27,130.0,12.0,17.0,109.0,3.0,10.0,20.0,107.0,118.0,13.0,2.0,
2019-09-30,133.0,14.0,8.0,107.0,2.0,22.0,7.0,70.0,149.0,7.0,,
2019-10-01,233.0,11.0,28.0,192.0,5.0,23.0,19.0,107.0,495.0,50.0,4.0,
2019-10-02,154.0,6.0,22.0,152.0,9.0,14.0,23.0,85.0,262.0,40.0,1.0,
2019-10-03,180.0,9.0,5.0,142.0,2.0,4.0,10.0,29.0,225.0,17.0,2.0,
2019-10-04,310.0,19.0,12.0,247.0,,20.0,16.0,123.0,478.0,45.0,5.0,
2019-10-07,203.0,23.0,26.0,168.0,1.0,22.0,16.0,118.0,259.0,19.0,3.0,
2019-10-08,174.0,23.0,9.0,133.0,5.0,19.0,16.0,113.0,304.0,36.0,4.0,
2019-10-09,251.0,20.0,16.0,217.0,5.0,24.0,21.0,115.0,429.0,40.0,2.0,
2019-10-10,221.0,6.0,25.0,158.0,6.0,19.0,22.0,136.0,245.0,25.0,5.0,
2019-10-11,381.0,21.0,16.0,293.0,2.0,27.0,15.0,64.0,491.0,42.0,3.0,
2019-10-14,169.0,14.0,7.0,133.0,2.0,19.0,16.0,66.0,320.0,21.0,4.0,
2019-10-15,212.0,12.0,10.0,185.0,5.0,25.0,31.0,117.0,531.0,43.0,4.0,
2019-10-16,241.0,22.0,11.0,185.0,5.0,16.0,26.0,109.0,382.0,37.0,1.0,
2019-10-17,301.0,21.0,26.0,228.0,1.0,22.0,22.0,110.0,301.0,29.0,5.0,
2019-10-18,234.0,8.0,38.0,204.0,1.0,19.0,17.0,98.0,1434.0,49.0,2.0,
2019-10-21,249.0,20.0,35.0,239.0,2.0,16.0,25.0,84.0,797.0,54.0,2.0,
2019-10-22,253.0,7.0,9.0,185.0,2.0,24.0,25.0,94.0,498.0,49.0,8.0,
2019-10-23,168.0,8.0,28.0,140.0,11.0,24.0,29.0,79.0,678.0,57.0,1.0,
2019-10-24,487.0,23.0,9.0,452.0,6.0,18.0,15.0,121.0,520.0,45.0,4.0,
2019-10-25,497.0,29.0,44.0,393.0,4.0,26.0,25.0,113.0,950.0,54.0,10.0,
2019-10-28,180.0,17.0,15.0,143.0,,11.0,20.0,67.0,207.0,29.0,3.0,1.0
2019-10-29,146.0,8.0,8.0,115.0,1.0,16.0,16.0,72.0,195.0,19.0,1.0,
2019-10-30,141.0,14.0,12.0,120.0,,18.0,15.0,66.0,152.0,22.0,1.0,
2019-10-31,135.0,12.0,12.0,113.0,7.0,10.0,18.0,74.0,222.0,23.0,1.0,
2019-11-01,83.0,6.0,12.0,67.0,6.0,8.0,10.0,66.0,321.0,17.0,,
2019-11-04,207.0,9.0,30.0,162.0,5.0,15.0,31.0,101.0,321.0,26.0,5.0,
2019-11-05,126.0,12.0,8.0,138.0,,22.0,14.0,77.0,400.0,38.0,1.0,
2019-11-06,337.0,14.0,7.0,243.0,,21.0,12.0,86.0,392.0,58.0,5.0,
2019-11-07,140.0,12.0,24.0,119.0,,18.0,21.0,88.0,456.0,32.0,2.0,
2019-11-08,244.0,13.0,10.0,179.0,2.0,12.0,11.0,77.0,502.0,24.0,6.0,
2019-11-11,260.0,11.0,40.0,212.0,2.0,23.0,24.0,85.0,355.0,49.0,4.0,1.0
2019-11-12,172.0,7.0,16.0,135.0,2.0,15.0,18.0,63.0,359.0,20.0,3.0,
2019-11-13,227.0,12.0,9.0,212.0,4.0,10.0,16.0,103.0,443.0,40.0,2.0,
2019-11-14,189.0,11.0,24.0,113.0,1.0,26.0,17.0,84.0,316.0,38.0,1.0,
2019-11-15,339.0,17.0,22.0,265.0,3.0,22.0,26.0,109.0,824.0,54.0,,
2019-11-18,228.0,12.0,12.0,186.0,2.0,16.0,48.0,74.0,1051.0,137.0,3.0,
2019-11-19,252.0,11.0,11.0,202.0,1.0,20.0,19.0,98.0,406.0,43.0,,
2019-11-20,255.0,19.0,45.0,162.0,,26.0,13.0,128.0,315.0,24.0,5.0,
2019-11-21,331.0,16.0,29.0,271.0,3.0,20.0,32.0,113.0,463.0,53.0,,
2019-11-22,489.0,25.0,42.0,412.0,3.0,22.0,33.0,116.0,1121.0,59.0,7.0,
2019-11-25,680.0,22.0,33.0,469.0,4.0,35.0,35.0,254.0,983.0,51.0,3.0,
2019-11-26,298.0,13.0,16.0,224.0,2.0,21.0,14.0,68.0,325.0,46.0,3.0,
2019-11-27,134.0,19.0,14.0,101.0,4.0,15.0,16.0,63.0,147.0,10.0,4.0,
2019-11-28,126.0,14.0,7.0,121.0,4.0,17.0,11.0,87.0,147.0,8.0,2.0,
2019-11-29,132.0,15.0,14.0,107.0,,9.0,25.0,57.0,199.0,18.0,3.0,
2019-12-01,17.0,1.0,1.0,4.0,,2.0,,3.0,199.0,8.0,,
2019-12-02,126.0,5.0,17.0,95.0,2.0,11.0,21.0,47.0,345.0,41.0,3.0,
2019-12-03,268.0,15.0,35.0,227.0,3.0,25.0,38.0,113.0,560.0,49.0,5.0,
2019-12-04,188.0,16.0,21.0,161.0,3.0,23.0,30.0,89.0,293.0,16.0,7.0,
2019-12-05,195.0,15.0,20.0,148.0,3.0,15.0,17.0,73.0,299.0,42.0,10.0,
2019-12-06,162.0,9.0,12.0,143.0,3.0,15.0,13.0,63.0,212.0,21.0,4.0,
2019-12-09,191.0,16.0,14.0,152.0,2.0,21.0,22.0,83.0,399.0,36.0,4.0,
2019-12-10,234.0,38.0,10.0,198.0,1.0,18.0,25.0,105.0,412.0,29.0,9.0,1.0
2019-12-11,355.0,16.0,23.0,338.0,1.0,20.0,23.0,75.0,485.0,53.0,3.0,
2019-12-12,250.0,16.0,17.0,184.0,,22.0,25.0,88.0,421.0,32.0,4.0,
2019-12-13,126.0,8.0,11.0,122.0,1.0,12.0,23.0,83.0,457.0,37.0,1.0,
2019-12-16,241.0,11.0,4.0,194.0,,16.0,11.0,41.0,373.0,28.0,4.0,1.0
2019-12-17,280.0,10.0,19.0,241.0,2.0,24.0,20.0,64.0,581.0,39.0,5.0,
2019-12-18,573.0,25.0,21.0,437.0,3.0,25.0,22.0,191.0,590.0,69.0,4.0,
2019-12-19,250.0,11.0,26.0,175.0,3.0,24.0,11.0,81.0,568.0,46.0,1.0,
2019-12-20,301.0,13.0,25.0,215.0,,18.0,25.0,99.0,1397.0,26.0,1.0,
2019-12-23,218.0,13.0,38.0,209.0,1.0,9.0,23.0,68.0,125.0,21.0,4.0,
2019-12-24,6.0,3.0,,7.0,,,,,,,,
2019-12-26,7.0,2.0,,3.0,,,,,24.0,1.0,,
2019-12-27,55.0,2.0,,34.0,,1.0,,,22.0,1.0,3.0,
2019-12-30,80.0,7.0,35.0,66.0,4.0,9.0,36.0,107.0,133.0,8.0,1.0,
2019-12-31,16.0,,,12.0,,,,,24.0,1.0,1.0,
2020-01-01,21.0,,4.0,10.0,,2.0,1.0,3.0,130.0,5.0,1.0,
2020-01-02,139.0,13.0,7.0,104.0,4.0,9.0,9.0,84.0,278.0,40.0,5.0,
2020-01-03,205.0,12.0,14.0,161.0,1.0,17.0,13.0,61.0,438.0,23.0,4.0,
2020-01-06,106.0,7.0,21.0,111.0,7.0,11.0,24.0,56.0,364.0,30.0,4.0,
2020-01-07,177.0,12.0,17.0,151.0,6.0,18.0,27.0,89.0,366.0,28.0,3.0,
2020-01-08,256.0,8.0,16.0,218.0,8.0,16.0,36.0,81.0,423.0,67.0,5.0,
2020-01-09,209.0,11.0,36.0,160.0,7.0,22.0,22.0,65.0,424.0,57.0,,
2020-01-10,191.0,10.0,11.0,169.0,16.0,32.0,27.0,69.0,441.0,26.0,4.0,
2020-01-13,247.0,10.0,10.0,211.0,9.0,29.0,31.0,79.0,461.0,40.0,2.0,
2020-01-14,220.0,15.0,6.0,162.0,5.0,15.0,25.0,85.0,388.0,27.0,4.0,
2020-01-15,209.0,21.0,16.0,153.0,9.0,23.0,98.0,68.0,406.0,61.0,2.0,
2020-01-16,192.0,13.0,49.0,157.0,15.0,16.0,33.0,84.0,511.0,42.0,5.0,
2020-01-17,346.0,12.0,13.0,275.0,11.0,26.0,36.0,104.0,738.0,41.0,4.0,
2020-01-20,266.0,9.0,26.0,205.0,12.0,31.0,26.0,109.0,744.0,82.0,7.0,
2020-01-21,236.0,17.0,23.0,234.0,18.0,28.0,24.0,80.0,1003.0,43.0,4.0,
2020-01-22,250.0,9.0,8.0,186.0,12.0,27.0,32.0,106.0,475.0,43.0,3.0,
2020-01-23,380.0,17.0,16.0,337.0,12.0,32.0,30.0,97.0,606.0,54.0,5.0,
2020-01-24,421.0,8.0,52.0,317.0,6.0,27.0,48.0,99.0,925.0,52.0,2.0,
2020-01-27,251.0,13.0,16.0,185.0,6.0,14.0,31.0,81.0,365.0,31.0,2.0,
2020-01-28,134.0,9.0,13.0,116.0,7.0,13.0,34.0,81.0,193.0,24.0,4.0,
2020-01-29,132.0,13.0,25.0,112.0,12.0,13.0,40.0,55.0,198.0,23.0,3.0,
2020-01-30,107.0,19.0,11.0,98.0,10.0,11.0,24.0,73.0,312.0,18.0,1.0,
2020-01-31,123.0,17.0,19.0,95.0,19.0,12.0,33.0,58.0,243.0,18.0,,
2020-02-01,9.0,,1.0,6.0,1.0,2.0,,21.0,219.0,8.0,,
2020-02-03,258.0,11.0,5.0,212.0,3.0,30.0,21.0,83.0,478.0,44.0,1.0,
2020-02-04,155.0,9.0,11.0,106.0,2.0,19.0,18.0,89.0,402.0,31.0,4.0,
2020-02-05,275.0,19.0,32.0,221.0,6.0,25.0,26.0,95.0,445.0,35.0,4.0,
2020-02-06,218.0,12.0,18.0,154.0,11.0,23.0,28.0,95.0,430.0,43.0,4.0,
2020-02-07,253.0,13.0,14.0,169.0,,16.0,39.0,72.0,556.0,38.0,5.0,
2020-02-10,182.0,19.0,17.0,153.0,13.0,14.0,44.0,92.0,559.0,49.0,2.0,
2020-02-11,150.0,14.0,22.0,128.0,8.0,12.0,25.0,70.0,341.0,23.0,8.0,
2020-02-12,247.0,13.0,18.0,211.0,10.0,16.0,48.0,73.0,663.0,50.0,2.0,
2020-02-13,161.0,7.0,37.0,106.0,7.0,16.0,20.0,62.0,347.0,19.0,5.0,
2020-02-14,270.0,24.0,12.0,231.0,10.0,24.0,21.0,68.0,584.0,39.0,17.0,
